Chr1:3631-5899	AT1G01010.1
Chr5:8640657-8640680	AT5TE31245
Chr5:8640998-8643491	AT5G25070.1
Chr5:8643672-8647058	AT5G25080.1
Chr5:8647018-8647817	AT5G25090.1
Chr5:8648006-8651176	AT5G25100.2
Chr5:8652879-8653046	AT5G25102.1
Chr5:8653509-8653557	AT5TE31290
Chr5:8653558-8653596	AT5TE31295
Chr5:8653597-8654540	AT5TE31300
Chr5:8657626-8659322	AT5G25110.1
Chr5:8662099-8664533	AT5G25120.1
Chr5:8664955-8665482	AT5TE31340
Chr5:8668299-8670194	AT5G25130.1
Chr5:8670800-8676907	AT5TE31350
Chr5:8671277-8671721	AT5TE31355
Chr5:8672424-8674629	AT5G25140.1
Chr5:8674814-8675180	AT5TE31365
Chr5:8677091-8682205	AT5G25150.1
Chr5:8682514-8682910	AT5TE31390
Chr5:8682911-8683866	AT5TE31395
Chr5:8683867-8684009	AT5TE31400
Chr5:8684083-8684722	AT5TE31405
Chr5:8684761-8685056	AT5TE31410
Chr5:8687457-8688415	AT5G25160.1
Chr5:8690674-8690712	AT5TE31430
Chr5:8690714-8691021	AT5TE31435
Chr5:8693137-8695095	AT5G25170.1
Chr5:8694630-8697108	AT5G25180.1
Chr5:8697412-8697543	AT5TE31450
Chr5:8699892-8700413	AT5TE31455
Chr5:8701018-8701251	AT5TE31460
Chr5:8701308-8701526	AT5TE31465
Chr5:8701742-8701840	AT5TE31470
Chr5:8702010-8702759	AT5TE31475
Chr5:8702814-8703493	AT5TE31480
Chr5:8706790-8707748	AT5G25190.1
Chr5:8716766-8717869	AT5G25200.1
Chr5:8718571-8723552	AT5G25205.1
Chr5:8718855-8718864	AT5TE31540
Chr5:8718865-8722393	AT5TE31545
Chr5:8720048-8720087	AT5TE31550
Chr5:8722405-8723471	AT5TE31555
Chr5:8723472-8723507	AT5TE31560
Chr5:8723958-8725771	AT5G25210.1
Chr5:8727112-8728101	AT5TE31570
Chr5:8728625-8728806	AT5TE31575
Chr5:8728807-8729064	AT5TE31580
Chr5:8730731-8731781	AT5TE31585
Chr5:8731782-8731821	AT5TE31590
Chr5:8735154-8735205	AT5TE31600
Chr5:8735206-8735380	AT5TE31605
Chr5:8735381-8735943	AT5TE31610
Chr5:8736074-8738584	AT5G25220.1
Chr5:8739709-8743594	AT5G25230.1
Chr5:8744285-8746716	AT5TE31640
Chr5:8746605-8747197	AT5G25240.1
Chr5:8746717-8746891	AT5TE31645
Chr5:8748624-8748926	AT5TE31650
Chr5:8748927-8749501	AT5TE31655
Chr5:8749502-8749778	AT5TE31660
Chr5:8749727-8751636	AT5G25250.1
Chr5:8752684-8754485	AT5G25260.1
Chr5:8754553-8756948	AT5G25265.1
Chr5:8757547-8762757	AT5G25270.1
Chr5:8762764-8762807	AT5TE31710
Chr5:8762808-8764031	AT5TE31715
Chr5:8764032-8764173	AT5TE31720
Chr5:8765324-8765380	AT5TE31725
Chr5:8765381-8765434	AT5TE31730
Chr5:8765435-8767922	AT5TE31735
Chr5:8767923-8768011	AT5TE31740
Chr5:8769450-8770675	AT5TE31745
Chr5:8770676-8771080	AT5TE31750
Chr5:8773789-8775487	AT5G25280.1
Chr5:8778592-8779785	AT5G25290.1
Chr5:8780258-8783093	AT5G25300.1
Chr5:8783287-8783837	AT5G25305.1
Chr5:8783329-8783741	AT5TE31800
Chr5:8784820-8787366	AT5G25310.1
Chr5:8785259-8785368	AT5TE31805
Chr5:8787403-8789530	AT5G25320.1
Chr5:8791513-8792813	AT5G25330.1
Chr5:8793018-8794784	AT5G25340.1
Chr5:8794252-8797020	AT5G25350.1
Chr5:8797178-8798010	AT5TE31840
Chr5:8799710-8802648	AT5G25360.1
Chr5:8802709-8803123	AT5TE31850
Chr5:8802833-8803061	AT5TE31855
Chr5:8804240-8807547	AT5G25370.1
Chr5:8804767-8804905	AT5TE31860
Chr5:8805913-8806043	AT5TE31865
Chr5:8808023-8809339	AT5TE31870
Chr5:8809340-8810410	AT5TE31875
Chr5:8812149-8812197	AT5TE31880
Chr5:8812198-8827334	AT5TE31885
Chr5:8813450-8813488	AT5TE31890
Chr5:8813501-8814159	AT5TE31895
Chr5:8814160-8814232	AT5TE31900
Chr5:8815230-8817566	AT5G25380.1
Chr5:8818113-8818865	AT5TE31910
Chr5:8818866-8818936	AT5TE31915
Chr5:8819294-8820206	AT5TE31920
Chr5:8819462-8820010	AT5TE31925
Chr5:8820476-8821992	AT5G25390.2
Chr5:8822593-8822959	AT5TE31930
Chr5:8823283-8824332	AT5G25400.1
Chr5:8826021-8826310	AT5TE31940
Chr5:8827335-8828643	AT5TE31945
Chr5:8827389-8828357	AT5TE31950
Chr5:8828358-8828395	AT5TE31955
Chr5:8829203-8829488	AT5TE31960
Chr5:8830622-8830812	AT5TE31965
Chr5:8830813-8831731	AT5TE31970
Chr5:8831670-8833509	AT5G25410.1
Chr5:8833576-8834068	AT5TE31975
Chr5:8834099-8834441	AT5TE31980
Chr5:8834206-8837248	AT5G25415.1
Chr5:8838417-8841775	AT5G25420.1
Chr5:8840884-8840924	AT5TE32000
Chr5:8840925-8841415	AT5TE32005
Chr5:8841416-8841435	AT5TE32010
Chr5:8845103-8845204	AT5G25422.1
Chr5:8846241-8846344	AT5TE32020
Chr5:8846655-8847012	AT5TE32025
Chr5:8847013-8847741	AT5TE32030
Chr5:8847742-8847765	AT5TE32035
Chr5:8847766-8847814	AT5TE32040
Chr5:8848549-8848986	AT5G25425.1
Chr5:8850223-8850248	AT5TE32045
Chr5:8850535-8850643	AT5TE32050
Chr5:8851251-8854259	AT5G25430.1
Chr5:8854775-8856758	AT5G25440.1
Chr5:8856997-8858476	AT5G25450.1
Chr5:8858201-8858951	AT5G25451
Chr5:8860081-8860702	AT5TE32090
Chr5:8860709-8861040	AT5TE32095
Chr5:8861770-8862113	AT5TE32100
Chr5:8863363-8865677	AT5G25460.1
Chr5:8865651-8867637	AT5G25470.1
Chr5:8867797-8869821	AT5G25475.4
Chr5:8869873-8872262	AT5G25480.1
Chr5:8876486-8877815	AT5G25490.1
Chr5:8880863-8882542	AT5G25500.1
Chr5:8882468-8884834	AT5G25510.1
Chr5:8885088-8889620	AT5G25520.2
Chr5:8889665-8890954	AT5G25530.1
Chr5:8891525-8892990	AT5G25540.1
Chr5:8894179-8895480	AT5G25550.1
Chr5:8896142-8896395	AT5TE32230
Chr5:8897871-8901709	AT5G25560.2
Chr5:8901755-8903216	AT5G25570.3
Chr5:8903505-8906311	AT5G25580.1
Chr5:8906416-8906499	AT5G25585.1
Chr5:8906598-8909920	AT5G25590.1
Chr5:8908924-8909172	AT5TE32280
Chr5:8909879-8909967	AT5TE32285
Chr5:8911184-8911530	AT5TE32290
Chr5:8911537-8911572	AT5TE32295
Chr5:8911573-8911826	AT5TE32300
Chr5:8912959-8914055	AT5G25600.1
Chr5:8914233-8916800	AT5G25610.1
Chr5:8917938-8918487	AT5TE32320
Chr5:8921536-8921708	AT5TE32330
Chr5:8923599-8924297	AT5TE32335
Chr5:8925083-8925636	AT5TE32340
Chr5:8927475-8927798	AT5TE32345
Chr5:8927799-8927822	AT5TE32350
Chr5:8927997-8934328	AT5TE32355
Chr5:8929177-8933835	AT5G25615.1
Chr5:8935040-8938758	AT5G25620.2
Chr5:8936510-8937428	AT5TE32360
Chr5:8938779-8940161	AT5TE32365
Chr5:8940162-8940266	AT5TE32370
Chr5:8945486-8945638	AT5TE32380
Chr5:8946824-8946896	AT5G25625.1
Chr5:8947223-8949457	AT5G25630.2
Chr5:8949849-8950331	AT5G25640.1
Chr5:8950884-8951143	AT5G25750.1
Chr5:8951264-8953396	AT5G25752.1
Chr5:8953451-8955790	AT5G25754.1
Chr5:8956320-8956987	AT5TE32420
Chr5:8956990-8957778	AT5TE32425
Chr5:8957779-8958016	AT5TE32430
Chr5:8963913-8964441	AT5TE32450
Chr5:8964442-8964535	AT5TE32455
Chr5:8964536-8964632	AT5TE32460
Chr5:8965245-8967504	AT5G25757.1
Chr5:8967655-8969349	AT5G25760.1
Chr5:8969215-8972125	AT5G25770.3
Chr5:8973267-8976869	AT5G25780.1
Chr5:8977100-8979259	AT5G25790.1
Chr5:8979622-8982873	AT5G25800.1
Chr5:8984515-8986186	AT5TE32530
Chr5:8986771-8987787	AT5G25810.1
Chr5:8987208-8987299	AT5TE32535
Chr5:8989663-8990384	AT5TE32540
Chr5:8992413-8992593	AT5TE32545
Chr5:8997183-9000329	AT5G25820.1
Chr5:9000480-9000659	AT5TE32570
Chr5:9004313-9005502	AT5G25830.1
Chr5:9007566-9007643	AT5TE32600
Chr5:9007979-9008723	AT5TE32605
Chr5:9008128-9008423	AT5TE32610
Chr5:9010400-9010563	AT5TE32615
Chr5:9010724-9011498	AT5G25840.1
Chr5:9012828-9013074	AT5TE32620
Chr5:9013221-9013767	AT5TE32625
Chr5:9014082-9015917	AT5G25850.1
Chr5:9016908-9018424	AT5G25860.1
Chr5:9018584-9018682	AT5TE32635
Chr5:9019591-9020321	AT5G25870.1
Chr5:9020119-9020256	AT5TE32640
Chr5:9020350-9022599	AT5TE32645
Chr5:9022611-9023566	AT5TE32650
Chr5:9023022-9023165	AT5TE32655
Chr5:9023567-9023624	AT5TE32660
Chr5:9024549-9028377	AT5G25880.1
Chr5:9028324-9028712	AT5TE32670
Chr5:9028713-9031806	AT5TE32675
Chr5:9029898-9029983	AT5TE32680
Chr5:9031807-9031943	AT5TE32685
Chr5:9033415-9034834	AT5G25890.1
Chr5:9036018-9038406	AT5G25900.1
Chr5:9038860-9041377	AT5G25910.1
Chr5:9041913-9042847	AT5TE32720
Chr5:9044206-9046528	AT5G25920.1
Chr5:9048011-9048800	AT5TE32730
Chr5:9048801-9048887	AT5TE32735
Chr5:9050794-9054143	AT5G25930.1
Chr5:9054122-9055251	AT5G25940.1
Chr5:9055229-9055260	AT5TE32750
Chr5:9055261-9056024	AT5TE32755
Chr5:9056903-9057371	AT5TE32760
Chr5:9057383-9057628	AT5TE32765
Chr5:9057793-9059963	AT5G25950.1
Chr5:9059402-9059852	AT5TE32770
Chr5:9059853-9061502	AT5TE32775
Chr5:9061503-9061663	AT5TE32780
Chr5:9061651-9062419	AT5G25955.1
Chr5:9061673-9062294	AT5TE32785
Chr5:9062917-9065011	AT5G25960.1
Chr5:9065548-9066116	AT5TE32795
Chr5:9066377-9067974	AT5G25970.1
Chr5:9068158-9068733	AT5TE32800
Chr5:9068734-9068937	AT5TE32805
Chr5:9069298-9070680	AT5TE32810
Chr5:9071131-9071425	AT5TE32815
Chr5:9072727-9075690	AT5G25980.2
Chr5:9076107-9077379	AT5G25990.1
Chr5:9077850-9078497	AT5TE32830
Chr5:9078498-9078706	AT5TE32835
Chr5:9079505-9082384	AT5G26000.1
Chr5:9083345-9084274	AT5TE32845
Chr5:9084954-9085193	AT5TE32850
Chr5:9085393-9087372	AT5G26010.1
Chr5:9088340-9088809	AT5G26015
Chr5:9088761-9089595	AT5TE32860
Chr5:9089596-9089756	AT5TE32865
Chr5:9089757-9089938	AT5TE32870
Chr5:9089986-9090215	AT5TE32875
Chr5:9092669-9094772	AT5TE32880
Chr5:9093595-9094877	AT5G26020.1
Chr5:9095311-9095497	AT5TE32885
Chr5:9096460-9099178	AT5G26030.1
Chr5:9098791-9098916	AT5G26038.1
Chr5:9099157-9101636	AT5G26040.2
Chr5:9103179-9104100	AT5G26050.1
Chr5:9104847-9105524	AT5G26060.1
Chr5:9106341-9106649	AT5G26070.1
Chr5:9107997-9108422	AT5G26080.1
Chr5:9109026-9113235	AT5G26090.1
Chr5:9111893-9112015	AT5TE32940
Chr5:9112016-9112036	AT5TE32945
Chr5:9112037-9112587	AT5TE32950
Chr5:9115189-9115386	AT5TE32955
Chr5:9117290-9117817	AT5G26100.1
Chr5:9117907-9119826	AT5G26110.1
Chr5:9120688-9120960	AT5G26114.1
Chr5:9121727-9125967	AT5G26120.1
Chr5:9128110-9128610	AT5G26130.1
Chr5:9129093-9129218	AT5TE33000
Chr5:9129539-9129780	AT5TE33005
Chr5:9129781-9130624	AT5TE33010
Chr5:9130625-9130850	AT5TE33015
Chr5:9130796-9131636	AT5G26140.1
Chr5:9133557-9133654	AT5TE33025
Chr5:9133655-9133953	AT5TE33030
Chr5:9133954-9135077	AT5TE33035
Chr5:9135078-9135102	AT5TE33040
Chr5:9135103-9135203	AT5TE33045
Chr5:9135913-9138264	AT5G26146.1
Chr5:9136126-9136215	AT5G26147.1
Chr5:9137461-9140099	AT5G26150.1
Chr5:9140767-9141067	AT5TE33060
Chr5:9141068-9141100	AT5TE33065
Chr5:9141101-9142038	AT5TE33070
Chr5:9142039-9142266	AT5TE33075
Chr5:9142865-9146525	AT5G26160.1
Chr5:9147176-9148128	AT5G26170.1
Chr5:9149227-9153502	AT5G26180.1
Chr5:9153628-9155298	AT5G26190.1
Chr5:9155765-9155979	AT5TE33120
Chr5:9157142-9158404	AT5G26200.1
Chr5:9158318-9160383	AT5G26210.1
Chr5:9161983-9162557	AT5TE33140
Chr5:9162969-9164685	AT5G26220.1
Chr5:9166688-9166761	AT5TE33150
Chr5:9166762-9167162	AT5TE33155
Chr5:9167163-9167274	AT5TE33160
Chr5:9167275-9169321	AT5TE33165
Chr5:9169322-9169527	AT5TE33170
Chr5:9169528-9169897	AT5TE33175
Chr5:9169898-9170482	AT5TE33180
Chr5:9170483-9170862	AT5TE33185
Chr5:9173517-9174542	AT5G26230.1
Chr5:9175302-9175634	AT5TE33195
Chr5:9175637-9176568	AT5TE33200
Chr5:9176042-9176337	AT5TE33205
Chr5:9176569-9176647	AT5TE33210
Chr5:9176648-9177027	AT5TE33215
Chr5:9177028-9179398	AT5TE33220
Chr5:9179714-9180393	AT5TE33225
Chr5:9179752-9180539	AT5G26233.1
Chr5:9181249-9181629	AT5TE33230
Chr5:9181650-9189417	AT5TE33235
Chr5:9183055-9187480	AT5G26236.1
Chr5:9189524-9194731	AT5G26240.1
Chr5:9194542-9194767	AT5TE33245
Chr5:9194768-9195876	AT5TE33250
Chr5:9195877-9196073	AT5TE33255
Chr5:9196074-9196292	AT5TE33260
Chr5:9196758-9198801	AT5G26250.1
Chr5:9198963-9199227	AT5TE33265
Chr5:9200463-9202400	AT5G26260.1
Chr5:9203285-9203392	AT5G26262.1
Chr5:9204016-9204050	AT5TE33275
Chr5:9204051-9205264	AT5TE33280
Chr5:9205265-9205355	AT5TE33285
Chr5:9205356-9205442	AT5TE33290
Chr5:9205443-9205599	AT5TE33295
Chr5:9206508-9207512	AT5G26270.1
Chr5:9208711-9210572	AT5G26280.1
Chr5:9211078-9211106	AT5TE33310
Chr5:9211109-9218667	AT5TE33315
Chr5:9214236-9217143	AT5G26283.1
Chr5:9219046-9219318	AT5TE33320
Chr5:9220057-9221658	AT5G26286
Chr5:9220188-9220796	AT5TE33325
Chr5:9221732-9221927	AT5TE33330
Chr5:9221928-9223749	AT5TE33335
Chr5:9223750-9224870	AT5TE33340
Chr5:9224871-9224892	AT5TE33345
Chr5:9224893-9225685	AT5TE33350
Chr5:9226079-9227873	AT5G26290.1
Chr5:9229326-9231033	AT5G26300.1
Chr5:9231430-9231580	AT5TE33370
Chr5:9231718-9231941	AT5TE33375
Chr5:9231942-9232704	AT5TE33380
Chr5:9232705-9232754	AT5TE33385
Chr5:9232767-9232849	AT5TE33390
Chr5:9232850-9234036	AT5TE33395
Chr5:9233657-9233695	AT5TE33400
Chr5:9234175-9234196	AT5TE33405
Chr5:9234197-9234676	AT5TE33410
Chr5:9234685-9236385	AT5G26310.1
Chr5:9236684-9237736	AT5TE33415
Chr5:9238310-9241236	AT5G26320.1
Chr5:9238560-9238813	AT5TE33420
Chr5:9238814-9239761	AT5TE33425
Chr5:9241546-9242713	AT5G26330.1
Chr5:9243511-9247066	AT5G26340.1
Chr5:9248837-9248980	AT5TE33450
Chr5:9249018-9253968	AT5TE33455
Chr5:9249457-9252813	AT5G26345.1
Chr5:9253108-9253637	AT5G26350.1
Chr5:9253969-9255225	AT5TE33460
Chr5:9255053-9258991	AT5G26360.1
Chr5:9255226-9255281	AT5TE33465
Chr5:9259176-9259394	AT5TE33475
Chr5:9260155-9260366	AT5TE33480
Chr5:9260699-9260745	AT5TE33485
Chr5:9260746-9260788	AT5TE33490
Chr5:9260789-9261456	AT5TE33495
Chr5:9261457-9261512	AT5TE33500
Chr5:9261580-9267729	AT5G26570.1
Chr5:9269282-9270254	AT5G26594.1
Chr5:9272140-9274532	AT5TE33540
Chr5:9272491-9274179	AT5G26618.1
Chr5:9274533-9275839	AT5TE33545
Chr5:9274544-9275779	AT5G26642.1
Chr5:9275947-9277971	AT5G26667.1
Chr5:9276034-9276357	AT5TE33550
Chr5:9276358-9276442	AT5TE33555
Chr5:9279309-9279611	AT5G26673.1
Chr5:9279625-9280496	AT5TE33565
Chr5:9282479-9283007	AT5G26692.1
Chr5:9284558-9284997	AT5G26717.1
Chr5:9284986-9289003	AT5G26742.2
Chr5:9289220-9289251	AT5TE33590
Chr5:9289252-9290036	AT5TE33595
Chr5:9290037-9290138	AT5TE33600
Chr5:9290646-9290690	AT5TE33605
Chr5:9290691-9290851	AT5TE33610
Chr5:9290852-9291485	AT5TE33615
Chr5:9291486-9291820	AT5TE33620
Chr5:9291821-9291933	AT5TE33625
Chr5:9291936-9294608	AT5G26740.1
Chr5:9295574-9296380	AT5G26731.1
Chr5:9297209-9297298	AT5TE33635
Chr5:9297299-9297344	AT5TE33640
Chr5:9297345-9298050	AT5TE33645
Chr5:9298051-9298910	AT5TE33650
Chr5:9298911-9298989	AT5TE33655
Chr5:9298990-9299014	AT5TE33660
Chr5:9300416-9301990	AT5G26730.1
Chr5:9304025-9304743	AT5G26720.1
Chr5:9305513-9308440	AT5G26710.1
Chr5:9308290-9309625	AT5G26700.1
Chr5:9310797-9311572	AT5G26690.1
Chr5:9311882-9315475	AT5G26680.1
Chr5:9315934-9316199	AT5TE33720
Chr5:9316957-9317209	AT5TE33725
Chr5:9318282-9320987	AT5G26670.1
Chr5:9321231-9321350	AT5TE33735
Chr5:9321376-9321772	AT5TE33740
Chr5:9321773-9323049	AT5TE33745
Chr5:9323050-9323247	AT5TE33750
Chr5:9324674-9324742	AT5TE33755
Chr5:9324743-9326092	AT5TE33760
Chr5:9326093-9326169	AT5TE33765
Chr5:9326213-9326805	AT5TE33770
Chr5:9327608-9328131	AT5TE33775
Chr5:9331573-9333174	AT5G26660.1
Chr5:9336366-9336608	AT5TE33800
Chr5:9336899-9336982	AT5TE33805
Chr5:9339835-9341549	AT5TE33815
Chr5:9341550-9341773	AT5TE33820
Chr5:9341774-9341817	AT5TE33825
Chr5:9341818-9343384	AT5TE33830
Chr5:9343385-9343426	AT5TE33835
Chr5:9343427-9343654	AT5TE33840
Chr5:9343655-9343823	AT5TE33845
Chr5:9343785-9345011	AT5G26650.1
Chr5:9345790-9345840	AT5TE33850
Chr5:9345872-9346363	AT5TE33855
Chr5:9347244-9347539	AT5TE33860
Chr5:9347841-9348174	AT5G26640.1
Chr5:9348229-9348429	AT5TE33865
Chr5:9349286-9350744	AT5TE33870
Chr5:9350815-9351471	AT5G26630.1
Chr5:9352552-9352625	AT5TE33875
Chr5:9352626-9352689	AT5TE33880
Chr5:9352690-9353967	AT5TE33885
Chr5:9354130-9354183	AT5TE33890
Chr5:9354184-9354790	AT5TE33895
Chr5:9354791-9355051	AT5TE33900
Chr5:9355052-9355152	AT5TE33905
Chr5:9355153-9355189	AT5TE33910
Chr5:9355980-9357436	AT5G26622.1
Chr5:9360462-9360988	AT5G26617.1
Chr5:9361052-9361279	AT5TE33930
Chr5:9362158-9362328	AT5TE33935
Chr5:9362329-9362585	AT5TE33940
Chr5:9362602-9363803	AT5TE33945
Chr5:9363804-9363987	AT5TE33950
Chr5:9363988-9364113	AT5TE33955
Chr5:9366697-9366963	AT5G26620.1
Chr5:9368109-9368165	AT5TE33965
Chr5:9368166-9368185	AT5TE33970
Chr5:9368186-9368532	AT5TE33975
Chr5:9368533-9368813	AT5TE33980
Chr5:9368941-9370391	AT5TE33985
Chr5:9370681-9374248	AT5TE33990
Chr5:9374249-9374268	AT5TE33995
Chr5:9374269-9374355	AT5TE34000
Chr5:9374608-9374636	AT5TE34005
Chr5:9374637-9375117	AT5TE34010
Chr5:9375183-9377125	AT5G26610.1
Chr5:9377402-9379797	AT5G26600.2
Chr5:9379924-9380661	AT5TE34020
Chr5:9380662-9380704	AT5TE34025
Chr5:9380705-9380728	AT5TE34030
Chr5:9381551-9381672	AT5TE34035
Chr5:9381673-9385978	AT5TE34040
Chr5:9381992-9382331	AT5G26590.1
Chr5:9385979-9386074	AT5TE34045
Chr5:9386075-9386446	AT5TE34050
Chr5:9386447-9386621	AT5TE34055
Chr5:9386623-9386809	AT5TE34060
Chr5:9386810-9388174	AT5TE34065
Chr5:9388637-9389338	AT5TE34070
Chr5:9388756-9392082	AT5G26582.1
Chr5:9389339-9389502	AT5TE34075
Chr5:9389519-9392278	AT5TE34080
Chr5:9393065-9394102	AT5G26580.1
Chr5:9394089-9394234	AT5TE34085
Chr5:9394235-9394500	AT5TE34090
Chr5:9394501-9394524	AT5TE34095
Chr5:9394525-9397648	AT5TE34100
Chr5:9397649-9397678	AT5TE34105
Chr5:9397679-9397915	AT5TE34110
Chr5:9398015-9399267	AT5G26749.2
Chr5:9399377-9402476	AT5G26751.1
Chr5:9403680-9407301	AT5G26760.2
Chr5:9407826-9410018	AT5G26770.2
Chr5:9410602-9410769	AT5TE34160
Chr5:9411005-9411143	AT5TE34165
Chr5:9411666-9416927	AT5G26775.1
Chr5:9412829-9413037	AT5TE34170
Chr5:9413038-9415534	AT5TE34175
Chr5:9415535-9415617	AT5TE34180
Chr5:9418195-9422091	AT5G26780.3
Chr5:9423092-9423611	AT5G26790.1
Chr5:9425151-9426711	AT5G26800.1
Chr5:9427543-9428067	AT5G26805.1
Chr5:9428892-9430016	AT5TE34230
Chr5:9430353-9430827	AT5TE34235
Chr5:9430952-9432969	AT5G26810.1
Chr5:9433619-9437105	AT5G26820.1
Chr5:9437297-9441779	AT5G26830.1
Chr5:9442288-9442605	AT5G26840.1
Chr5:9442596-9444440	AT5TE34270
Chr5:9444441-9444522	AT5TE34275
Chr5:9445119-9445367	AT5G26848.1
Chr5:9445440-9450819	AT5G26850.1
Chr5:9451048-9457000	AT5G26860.1
Chr5:9457037-9459230	AT5G26880.1
Chr5:9459708-9459735	AT5TE34330
Chr5:9459736-9460349	AT5TE34335
Chr5:9460465-9460716	AT5G26890.1
Chr5:9461123-9461438	AT5TE34340
Chr5:9462436-9462460	AT5TE34345
Chr5:9462461-9462795	AT5TE34350
Chr5:9463319-9463499	AT5TE34355
Chr5:9463752-9465086	AT5G26900.1
Chr5:9465929-9470403	AT5G26910.1
Chr5:9470415-9471278	AT5TE34380
Chr5:9471974-9472111	AT5G26912.1
Chr5:9472123-9472654	AT5TE34385
Chr5:9473794-9474519	AT5TE34390
Chr5:9475747-9478721	AT5G26920.1
Chr5:9479466-9480200	AT5G26930.1
Chr5:9480740-9482769	AT5G26940.1
Chr5:9483251-9484120	AT5G26950.1
Chr5:9484353-9484827	AT5TE34430
Chr5:9484734-9486149	AT5G26960.1
Chr5:9487060-9487386	AT5G26970.1
Chr5:9487420-9487451	AT5TE34435
Chr5:9487452-9488211	AT5TE34440
Chr5:9488148-9490807	AT5G26980.1
Chr5:9488212-9488294	AT5TE34445
Chr5:9491072-9493920	AT5G26990.1
Chr5:9496690-9496738	AT5TE34470
Chr5:9496739-9497809	AT5TE34475
Chr5:9497810-9497830	AT5TE34480
Chr5:9498052-9503134	AT5G27000.1
Chr5:9503315-9507569	AT5G27010.1
Chr5:9508098-9508878	AT5G27020.1
Chr5:9508764-9515407	AT5G27030.2
Chr5:9515880-9515978	AT5TE34550
Chr5:9515979-9516059	AT5TE34555
Chr5:9516060-9516312	AT5TE34560
Chr5:9516313-9517374	AT5TE34565
Chr5:9516470-9516708	AT5G27035.1
Chr5:9517375-9517394	AT5TE34570
Chr5:9517436-9518141	AT5G27037
Chr5:9519656-9520055	AT5G27043
Chr5:9520276-9520638	AT5G27050.1
Chr5:9522534-9525407	AT5G27060.1
Chr5:9525890-9525948	AT5TE34600
Chr5:9525949-9527315	AT5TE34605
Chr5:9527316-9527344	AT5TE34610
Chr5:9527345-9527654	AT5TE34615
Chr5:9527655-9527701	AT5TE34620
Chr5:9527741-9528604	AT5G27070.1
Chr5:9529242-9529423	AT5TE34625
Chr5:9529603-9531081	AT5G27080.1
Chr5:9531845-9532408	AT5G27090.1
Chr5:9532982-9533649	AT5G27095
Chr5:9535059-9538333	AT5G27100.1
Chr5:9538572-9540647	AT5G27110.1
Chr5:9540925-9543871	AT5G27120.1
Chr5:9543432-9543689	AT5TE34670
Chr5:9545559-9545708	AT5TE34675
Chr5:9545709-9546392	AT5TE34680
Chr5:9546393-9546572	AT5TE34685
Chr5:9546547-9547553	AT5G27130.1
Chr5:9547887-9548317	AT5TE34690
Chr5:9548542-9550597	AT5G27140.1
Chr5:9551845-9552448	AT5TE34700
Chr5:9552596-9552803	AT5TE34705
Chr5:9553438-9557513	AT5G27150.1
Chr5:9557280-9559986	AT5TE34715
Chr5:9559987-9560236	AT5TE34720
Chr5:9561911-9561934	AT5TE34725
Chr5:9561935-9571088	AT5TE34730
Chr5:9562596-9565841	AT5G27160.1
Chr5:9566007-9566412	AT5G27170.1
Chr5:9566763-9567176	AT5G27180.1
Chr5:9567920-9571164	AT5G27190.1
Chr5:9571089-9571137	AT5TE34735
Chr5:9571185-9571989	AT5G27200.1
Chr5:9572100-9574135	AT5G27210.1
Chr5:9574274-9575059	AT5TE34745
Chr5:9575060-9575157	AT5TE34750
Chr5:9578757-9582752	AT5G27220.1
Chr5:9583064-9583934	AT5TE34780
Chr5:9584092-9588049	AT5G27230.1
Chr5:9588091-9588141	AT5TE34790
Chr5:9588142-9588766	AT5TE34795
Chr5:9588767-9588805	AT5TE34800
Chr5:9589899-9590375	AT5TE34805
Chr5:9590376-9595189	AT5TE34810
Chr5:9593904-9594434	AT5G27238.1
Chr5:9595190-9596386	AT5TE34815
Chr5:9596387-9596774	AT5TE34820
Chr5:9596785-9596829	AT5TE34825
Chr5:9597552-9600866	AT5G27240.1
Chr5:9601051-9601428	AT5TE34835
Chr5:9601443-9601589	AT5G27247.1
Chr5:9601673-9603014	AT5G27250.1
Chr5:9601673-9603014	AT5TE34840
Chr5:9603943-9604930	AT5G27260.1
Chr5:9605650-9609787	AT5G27270.1
Chr5:9609622-9610014	AT5TE34860
Chr5:9610015-9613665	AT5TE34865
Chr5:9613666-9613714	AT5TE34870
Chr5:9613715-9613924	AT5TE34875
Chr5:9613925-9613952	AT5TE34880
Chr5:9615916-9616045	AT5TE34885
Chr5:9616046-9617184	AT5TE34890
Chr5:9617486-9618481	AT5G27280.1
Chr5:9618392-9620533	AT5G27290.1
Chr5:9620810-9624990	AT5G27300.1
Chr5:9622951-9623271	AT5TE34910
Chr5:9623272-9623834	AT5TE34915
Chr5:9623835-9623931	AT5TE34920
Chr5:9625449-9626561	AT5G27310.1
Chr5:9628244-9628892	AT5TE34930
Chr5:9629087-9631210	AT5G27320.1
Chr5:9632703-9634980	AT5G27330.1
Chr5:9633985-9634025	AT5TE34940
Chr5:9634026-9634508	AT5TE34945
Chr5:9635008-9635834	AT5TE34950
Chr5:9635835-9635891	AT5TE34955
Chr5:9635885-9636884	AT5G27340.1
Chr5:9637155-9637391	AT5TE34960
Chr5:9638933-9640878	AT5TE34965
Chr5:9640879-9640916	AT5TE34970
Chr5:9640917-9640956	AT5TE34975
Chr5:9641505-9643917	AT5G27345.1
Chr5:9641505-9643917	AT5TE34980
Chr5:9644120-9644233	AT5TE34985
Chr5:9645350-9646047	AT5TE34990
